allergy_and_immunology;[health_care,outpatient_care_facility,specialized_health_care,internal_medicine,allergy_and_immunology]
altering_and_remodeling_contractor;[services_and_business,home_service,contractor,altering_and_remodeling_contractor]
aluminum_supplier;[services_and_business,b2b_service,supplier_or_distributor,aluminum_supplier]
amateur_sport_league;[sports_and_recreation,sport_league,amateur_sport_league]
amateur_sport_team;[sports_and_recreation,sport_team,amateur_sport_team]
ambulance_and_ems_services;[health_and_medical,ambulance_and_ems_services]
ambulance_or_ems_service;[health_care,emergency_or_urgent_care_facility,ambulance_or_ems_service]
american_football_field;[sports_and_recreation,sport_or_fitness_facility,sport_field,american_football_field]
american_restaurant;[food_and_drink,restaurant,north_american_restaurant,american_restaurant]
amphitheater;[arts_and_entertainment,performing_arts_venue,amphitheater]
amusement_attraction;[arts_and_entertainment,amusement_attraction]
amusement_park;[arts_and_entertainment,amusement_attraction,amusement_park]
anabaptist_place_of_worship;[cultural_and_historic,place_of_worship,christian_place_of_worship,protestant_place_of_worship,anabaptist_place_of_worship]
anesthesiology;[health_care,outpatient_care_facility,specialized_health_care,pain_management,anesthesiology]
anglican_church;[religious_organization,church_cathedral,anglican_church]
anglican_or_episcopal_place_of_worship;[cultural_and_historic,place_of_worship,christian_place_of_worship,protestant_place_of_worship,anglican_or_episcopal_place_of_worship]
animal_adoption_or_rescue;[lifestyle_services,animal_or_pet_service,animal_adoption_or_rescue]
animal_and_pet_store;[shopping,specialty_store,animal_and_pet_store]
animal_assisted_therapy;[health_care,outpatient_care_facility,physical_medicine_and_rehabilitation,animal_assisted_therapy]
animal_attraction;[arts_and_entertainment,animal_attraction]
animal_cafe;[food_and_drink,casual_eatery,cafe,animal_cafe]
animal_hospital;[lifestyle_services,animal_or_pet_service,veterinary_care,animal_hospital]
animal_or_pet_service;[lifestyle_services,animal_or_pet_service]
animal_physical_therapy;[lifestyle_services,animal_or_pet_service,veterinary_care,animal_physical_therapy]
animal_rescue_service;[lifestyle_services,animal_or_pet_service,animal_adoption_or_rescue,animal_rescue_service]
animal_shelter;[lifestyle_services,animal_or_pet_service,animal_adoption_or_rescue,animal_shelter]
animation_studio;[services_and_business,media_service,media_news_company,animation_studio]
antenna_service;[services_and_business,home_service,antenna_service]
antiochan_orthodox_place_of_worship;[cultural_and_historic,place_of_worship,christian_place_of_worship,eastern_orthodox_place_of_worship,antiochan_orthodox_place_of_worship]
antique_store;[shopping,second_hand_store,antique_store]
apartment;[services_and_business,housing_or_property_service,apartment]
apartment_agent;[services_and_business,real_estate_service,real_estate_agent,apartment_agent]
apartments;[real_estate,apartments]
apiaries_and_beekeepers;[business_to_business,b2b_agriculture_and_food,apiaries_and_beekeepers]
apiary_beekeeper;[services_and_business,b2b_service,b2b_agriculture_service,apiary_beekeeper]
apparel_manufacturer;[services_and_business,b2b_service,manufacturer,apparel_manufacturer]
appellate_practice_lawyer;[services_and_business,legal_service,attorney_or_law_firm,appellate_practice_lawyer]
appellate_practice_lawyers;[professional_services,lawyer,appellate_practice_lawyers]
appliance_manufacturer;[services_and_business,b2b_service,manufacturer,appliance_manufacturer]
appliance_repair_service;[services_and_business,home_service,appliance_repair_service]
appliance_store;[shopping,specialty_store,hardware_home_and_garden_store,appliance_store]
appraisal_service;[services_and_business,financial_service,appraisal_service]
appraisal_services;[professional_services,appraisal_services]
aquarium;[arts_and_entertainment,animal_attraction,aquarium]
aquarium_service;[lifestyle_services,animal_or_pet_service,pet_care_service,aquarium_service]
aquarium_services;[pets,pet_services,aquarium_services]
aquatic_pet_store;[shopping,specialty_store,animal_and_pet_store,pet_store,aquatic_pet_store]
arabian_restaurant;[food_and_drink,restaurant,middle_eastern_restaurant,arabian_restaurant]
arcade;[arts_and_entertainment,gaming_venue,arcade]
archaeological_service;[education,educational_service,archaeological_service]
archaeological_services;[education,educational_services,archaeological_services]
archery_range;[sports_and_recreation,sport_or_fitness_facility,shooting_range,archery_range]
archery_shop;[retail,shopping,sporting_goods,archery_shop]
archery_store;[shopping,specialty_store,sporting_goods_store,archery_store]
architect;[services_and_business,design_service,architect]
architectural_designer;[services_and_business,design_service,architectural_designer]
architectural_tour;[travel_and_transportation,travel_service,tour_operator,architectural_tour]
architectural_tours;[travel,tours,architectural_tours]
architecture;[attractions_and_activities,architecture]
architecture_school;[education,place_of_learning,college_university,architecture_school]
architecture_schools;[education,college_university,architecture_schools]
arena;[arts_and_entertainment,stadium_arena,arena]
argentine_restaurant;[food_and_drink,restaurant,latin_american_restaurant,south_american_restaurant,argentine_restaurant]
armenian_apostolic_place_of_worship;[cultural_and_historic,place_of_worship,christian_place_of_worship,oriental_orthodox_place_of_worship,armenian_apostolic_place_of_worship]
armenian_restaurant;[food_and_drink,restaurant,middle_eastern_restaurant,armenian_restaurant]
army_and_navy_store;[shopping,specialty_store,tactical_supply_store,army_and_navy_store]
aromatherapy;[health_care,outpatient_care_facility,complementary_and_alternative_medicine,aromatherapy]
art_gallery;[arts_and_entertainment,arts_and_crafts_space,art_gallery]
art_museum;[arts_and_entertainment,museum,art_museum]
art_restoration;[mass_media,media_restoration_service,art_restoration]
art_restoration_service;[services_and_business,media_service,art_restoration_service]
art_school;[education,place_of_learning,specialty_school,art_school]
art_space_rental;[services_and_business,rental_service,art_space_rental]
art_supply_store;[shopping,specialty_store,arts_crafts_and_hobby_store,art_supply_store]
art_therapy;[health_care,outpatient_care_facility,behavioral_or_mental_health_clinic,psychiatry_or_psychology_service,psychotherapy,art_therapy]
art_tour;[travel_and_transportation,travel_service,tour_operator,art_tour]
art_tours;[travel,tours,art_tours]
artificial_turf;[services_and_business,home_service,artificial_turf]
artist_studio;[arts_and_entertainment,arts_and_crafts_space,artist_studio]
arts_and_crafts;[retail,shopping,arts_and_crafts]
arts_and_crafts_space;[arts_and_entertainment,arts_and_crafts_space]
arts_and_entertainment;[arts_and_entertainment]
arts_crafts_and_hobby_store;[shopping,specialty_store,arts_crafts_and_hobby_store]
asian_art_museum;[arts_and_entertainment,museum,art_museum,asian_art_museum]
asian_fusion_restaurant;[food_and_drink,restaurant,international_fusion_restaurant,asian_fusion_restaurant]
asian_grocery_store;[shopping,food_and_beverage_store,grocery_store,asian_grocery_store]
asian_restaurant;[food_and_drink,restaurant,asian_restaurant]
assisted_living_facility;[services_and_business,housing_or_property_service,senior_living_facility,assisted_living_facility]
astrologer;[arts_and_entertainment,supernatural_reading,astrologer]
astrological_advising;[arts_and_entertainment,spiritual_advising,astrological_advising]
atelier;[shopping,specialty_store,arts_crafts_and_hobby_store,atelier]
atm;[services_and_business,financial_service,atm]
atms;[financial_service,atms]
attorney_or_law_firm;[services_and_business,legal_service,attorney_or_law_firm]
attraction_farm;[arts_and_entertainment,rural_attraction,attraction_farm]
attractions_and_activities;[attractions_and_activities]
atv_recreation_park;[sports_and_recreation,sport_or_fitness_facility,atv_recreation_park]
atv_rental_tour;[sports_and_recreation,recreational_equipment_rental,atv_rental_tour]
atv_rentals_and_tours;[attractions_and_activities,atv_rentals_and_tours]
auction_house;[shopping,specialty_store,auction_house]
audio_visual_equipment_store;[shopping,specialty_store,electronics_store,audio_visual_equipment_store]
audiology;[health_care,outpatient_care_facility,specialized_health_care,ear_nose_and_throat,audiology]
audiovisual_equipment_rental;[services_and_business,event_or_party_service,audiovisual_equipment_rental]
auditorium;[arts_and_entertainment,event_venue,auditorium]
australian_restaurant;[food_and_drink,restaurant,pacific_rim_restaurant,australian_restaurant]
austrian_restaurant;[food_and_drink,restaurant,european_restaurant,central_european_restaurant,austrian_restaurant]
auto_body_shop;[travel_and_transportation,vehicle_service,automotive_service,auto_body_shop]
auto_broker;[shopping,vehicle_dealer,auto_dealer,auto_broker]
auto_company;[services_and_business,corporate_or_business_office,auto_company]
auto_customization;[travel_and_transportation,vehicle_service,automotive_service,auto_customization]
auto_dealer;[shopping,vehicle_dealer,auto_dealer]
auto_detailing;[travel_and_transportation,vehicle_service,automotive_service,auto_detailing]
auto_electrical_repair;[travel_and_transportation,vehicle_service,automotive_service,automotive_repair,auto_electrical_repair]
auto_glass_service;[travel_and_transportation,vehicle_service,automotive_service,auto_glass_service]
auto_insurance;[services_and_business,financial_service,insurance_agency,auto_insurance]
auto_leasing;[shopping,vehicle_dealer,auto_dealer,auto_leasing]
auto_loan_provider;[services_and_business,financial_service,installment_loans,auto_loan_provider]
auto_manufacturer;[services_and_business,b2b_service,manufacturer,vehicle_manufacturer,auto_manufacturer]
auto_manufacturers_and_distributors;[business_to_business,business_manufacturing_and_supply,b2b_autos_and_vehicles,auto_manufacturers_and_distributors]
auto_parts_and_supply_store;[retail,auto_parts_and_supply_store]
auto_parts_store;[shopping,specialty_store,vehicle_parts_store,auto_parts_store]
auto_restoration_service;[travel_and_transportation,vehicle_service,automotive_service,auto_restoration_service]
auto_restoration_services;[automotive,automotive_services_and_repair,auto_restoration_services]
auto_security;[travel_and_transportation,vehicle_service,automotive_service,auto_security]
auto_upholstery;[travel_and_transportation,vehicle_service,automotive_service,auto_upholstery]
automation_service;[services_and_business,b2b_service,b2b_industrial_and_machine_service,automation_service]
automation_services;[business_to_business,commercial_industrial,automation_services]
automobile_registration_service;[travel_and_transportation,vehicle_service,automotive_service,automobile_registration_service]
automotive_consultant;[travel_and_transportation,vehicle_service,automotive_service,automotive_consultant]
automotive_dealer;[automotive,automotive_dealer]
automotive_repair;[travel_and_transportation,vehicle_service,automotive_service,automotive_repair]
automotive_service;[travel_and_transportation,vehicle_service,automotive_service]
automotive_storage_facility;[services_and_business,storage_facility,automotive_storage_facility]
automotive_wheel_polishing_service;[travel_and_transportation,vehicle_service,automotive_service,automotive_wheel_polishing_service]
aviation_museum;[arts_and_entertainment,museum,aviation_museum]
avionics_shop;[travel_and_transportation,air_transport_facility_or_service,aircraft_parts_and_supplies,avionics_shop]
awning_supplier;[services_and_business,b2b_service,supplier_or_distributor,awning_supplier]
axe_throwing;[sports_and_recreation,sport_or_fitness_facility,adventure_sport,axe_throwing]
ayurveda;[health_care,outpatient_care_facility,complementary_and_alternative_medicine,ayurveda]
azerbaijani_restaurant;[food_and_drink,restaurant,middle_eastern_restaurant,azerbaijani_restaurant]
b2b_advertising_and_marketing_service;[services_and_business,b2b_service,b2b_office_and_professional_service,b2b_advertising_and_marketing_service]
b2b_agricultural_service;[services_and_business,b2b_service,b2b_agriculture_service]
b2b_audio_visual_production;[services_and_business,b2b_service,b2b_media_service,b2b_audio_visual_production]
b2b_background_check_service;[services_and_business,b2b_service,b2b_office_and_professional_service,b2b_background_check_service]
b2b_business_management_service;[services_and_business,b2b_service,b2b_office_and_professional_service,b2b_business_management_service]
b2b_cleaning_and_waste_management;[services_and_business,b2b_service,b2b_environmental_service,b2b_cleaning_and_waste_management]
b2b_clinical_lab;[services_and_business,b2b_service,b2b_medical_support_service,b2b_clinical_lab]
b2b_coal_and_coke;[services_and_business,b2b_service,b2b_energy_and_utility_service,b2b_mining,b2b_coal_and_coke]
b2b_dairies;[business_to_business,b2b_agriculture_and_food,b2b_dairies]
b2b_dairy;[services_and_business,b2b_service,b2b_agriculture_service,b2b_dairy]
b2b_dental_lab;[services_and_business,b2b_service,b2b_medical_support_service,b2b_dental_lab]
b2b_direct_mail_advertising;[services_and_business,b2b_service,b2b_office_and_professional_service,b2b_advertising_and_marketing_service,b2b_direct_mail_advertising]
b2b_domestic_trade_service;[services_and_business,b2b_service,b2b_office_and_professional_service,b2b_domestic_trade_service]
b2b_electronic_equipment;[business_to_business,business_manufacturing_and_supply,b2b_electronic_equipment]
b2b_energy_and_utility_service;[services_and_business,b2b_service,b2b_energy_and_utility_service]
b2b_energy_mining;[business_to_business,b2b_energy_and_mining]
b2b_environmental_service;[services_and_business,b2b_service,b2b_environmental_service]
b2b_equipment_maintenance_and_repair;[services_and_business,b2b_service,b2b_industrial_and_machine_service,b2b_equipment_maintenance_and_repair]
b2b_executive_search_consultants;[services_and_business,b2b_service,b2b_office_and_professional_service,b2b_business_management_service,b2b_executive_search_consultants]
b2b_farm;[services_and_business,b2b_service,b2b_agriculture_service,b2b_farming,b2b_farm]
b2b_farming;[services_and_business,b2b_service,b2b_agriculture_service,b2b_farming]
b2b_farms;[business_to_business,b2b_agriculture_and_food,b2b_farming,b2b_farms]
b2b_food_products;[services_and_business,b2b_service,b2b_agriculture_service,b2b_food_products]
b2b_forklift_dealers;[business_to_business,business_storage_and_transportation,trucks_and_industrial_vehicles,b2b_forklift_dealers]
b2b_hospital_equipment_and_supplies;[services_and_business,b2b_service,b2b_medical_support_service,b2b_hospital_equipment_and_supplies]
b2b_human_resource_service;[services_and_business,b2b_service,b2b_office_and_professional_service,b2b_human_resource_service]
b2b_industrial_and_machine_service;[services_and_business,b2b_service,b2b_industrial_and_machine_service]
b2b_international_trade_service;[services_and_business,b2b_service,b2b_office_and_professional_service,b2b_international_trade_service]
b2b_jewelers;[business_to_business,business_manufacturing_and_supply,b2b_jewelers]
b2b_marketing_consultant;[services_and_business,b2b_service,b2b_office_and_professional_service,b2b_advertising_and_marketing_service,b2b_marketing_consultant]
b2b_media_service;[services_and_business,b2b_service,b2b_media_service]
b2b_medical_support_service;[services_and_business,b2b_service,b2b_medical_support_service]
b2b_medical_support_services;[business_to_business,b2b_medical_support_services]
b2b_mining;[services_and_business,b2b_service,b2b_energy_and_utility_service,b2b_mining]
b2b_newspaper_advertising;[services_and_business,b2b_service,b2b_office_and_professional_service,b2b_advertising_and_marketing_service,b2b_newspaper_advertising]
b2b_office_and_professional_service;[services_and_business,b2b_service,b2b_office_and_professional_service]
b2b_oil_and_gas;[services_and_business,b2b_service,b2b_energy_and_utility_service,b2b_oil_and_gas]
b2b_oil_and_gas_equipment;[services_and_business,b2b_service,b2b_energy_and_utility_service,b2b_oil_and_gas,b2b_oil_and_gas_equipment]
b2b_oil_and_gas_exploration_and_development;[services_and_business,b2b_service,b2b_energy_and_utility_service,b2b_oil_and_gas,b2b_oil_and_gas_exploration_and_development]
b2b_oil_and_gas_extraction;[services_and_business,b2b_service,b2b_energy_and_utility_service,b2b_oil_and_gas,b2b_oil_and_gas_extraction]
b2b_oil_and_gas_extraction_and_services;[business_to_business,b2b_energy_and_mining,oil_and_gas,b2b_oil_and_gas_extraction_and_services]
b2b_oil_refinery;[services_and_business,b2b_service,b2b_energy_and_utility_service,b2b_oil_and_gas,b2b_oil_refinery]
b2b_outdoor_advertising;[services_and_business,b2b_service,b2b_office_and_professional_service,b2b_advertising_and_marketing_service,b2b_outdoor_advertising]
b2b_power_plants_and_power_plant_service;[services_and_business,b2b_service,b2b_energy_and_utility_service,b2b_power_plants_and_power_plant_service]
b2b_promotional_products_and_services;[services_and_business,b2b_service,b2b_office_and_professional_service,b2b_advertising_and_marketing_service,b2b_promotional_products_and_services]
b2b_publicity_service;[services_and_business,b2b_service,b2b_office_and_professional_service,b2b_advertising_and_marketing_service,b2b_publicity_service]
b2b_quarry;[services_and_business,b2b_service,b2b_energy_and_utility_service,b2b_mining,b2b_quarry]
b2b_radio_and_television_commercials;[services_and_business,b2b_service,b2b_office_and_professional_service,b2b_advertising_and_marketing_service,b2b_radio_and_television_commercials]
b2b_records_storage_service;[services_and_business,b2b_service,b2b_office_and_professional_service,b2b_records_storage_service]
b2b_science_and_technology_service;[services_and_business,b2b_service,b2b_science_and_technology_service]
b2b_scientific_equipment;[services_and_business,b2b_service,b2b_science_and_technology_service,b2b_scientific_equipment]
b2b_scientific_lab;[services_and_business,b2b_service,b2b_science_and_technology_service,b2b_scientific_lab]
b2b_secretarial_service;[services_and_business,b2b_service,b2b_office_and_professional_service,b2b_business_management_service,b2b_secretarial_service]
b2b_service;[services_and_business,b2b_service]
b2b_signage_service;[services_and_business,b2b_service,b2b_office_and_professional_service,b2b_advertising_and_marketing_service,b2b_signage_service]
b2b_storage;[services_and_business,b2b_service,b2b_transportation_and_storage_service,b2b_storage]
b2b_storage_and_warehouses;[business_to_business,business_storage_and_transportation,b2b_storage_and_warehouses]
b2b_surgical_appliances_and_supplies;[services_and_business,b2b_service,b2b_medical_support_service,b2b_surgical_appliances_and_supplies]
b2b_telecommunications_service;[services_and_business,b2b_service,b2b_telecommunications_service]
b2b_telemarketing_service;[services_and_business,b2b_service,b2b_office_and_professional_service,b2b_advertising_and_marketing_service,b2b_telemarketing_service]
b2b_tractor_dealers;[business_to_business,business_storage_and_transportation,trucks_and_industrial_vehicles,b2b_tractor_dealers]
b2b_transportation_and_storage_service;[services_and_business,b2b_service,b2b_transportation_and_storage_service]
b2b_truck_equipment_parts_and_accessories;[business_to_business,business_storage_and_transportation,trucks_and_industrial_vehicles,b2b_truck_equipment_parts_and_accessories]
b2b_water_treatment_service;[services_and_business,b2b_service,b2b_environmental_service,b2b_water_treatment_service]
baby_gear_and_furniture;[retail,shopping,baby_gear_and_furniture]
baby_gear_and_nursery_store;[shopping,fashion_and_apparel_store,baby_gear_and_nursery_store]
back_shop;[retail,food,back_shop]
backflow_service;[services_and_business,home_service,plumbing,backflow_service]
backflow_services;[home_service,plumbing,backflow_services]
background_check_services;[business_to_business,business_to_business_services,human_resource_services,background_check_services]
backpacking_area;[sports_and_recreation,recreational_trail_or_path,backpacking_area]
badminton_court;[sports_and_recreation,sport_or_fitness_facility,sport_court,badminton_court]
bagel_restaurant;[eat_and_drink,restaurant,breakfast_and_brunch_restaurant,bagel_restaurant]
bagel_shop;[food_and_drink,casual_eatery,bagel_shop]
bags_luggage_company;[services_and_business,corporate_or_business_office,bags_luggage_company]
baguette_shop;[food_and_drink,casual_eatery,bakery,baguette_shop]
baguettes;[eat_and_drink,restaurant,breakfast_and_brunch_restaurant,baguettes]
bail_bonds_service;[services_and_business,legal_service,bail_bonds_service]
bakery;[food_and_drink,casual_eatery,bakery]
balloon_port;[travel_and_transportation,air_transport_facility_or_service,airport,balloon_port]
balloon_ports;[travel,airport,balloon_ports]
balloon_service;[services_and_business,event_or_party_service,balloon_service]
balloon_services;[professional_services,event_planning,balloon_services]
band_orchestra_symphony;[arts_and_entertainment,performing_arts_venue,music_venue,band_orchestra_symphony]
bangladeshi_restaurant;[food_and_drink,restaurant,asian_restaurant,south_asian_restaurant,bangladeshi_restaurant]
bank;[services_and_business,financial_service,bank_or_credit_union,bank]
bank_equipment_service;[services_and_business,professional_service,bank_equipment_service]
bank_or_credit_union;[services_and_business,financial_service,bank_or_credit_union]
bankruptcy_law;[services_and_business,legal_service,attorney_or_law_firm,bankruptcy_law]
banks;[financial_service,bank_credit_union,banks]
baozi_restaurant;[food_and_drink,restaurant,asian_restaurant,east_asian_restaurant,chinese_restaurant,baozi_restaurant]
baptist_church;[religious_organization,church_cathedral,baptist_church]
baptist_place_of_worship;[cultural_and_historic,place_of_worship,christian_place_of_worship,protestant_place_of_worship,baptist_place_of_worship]
bar;[food_and_drink,alcoholic_beverage_venue,bar]
bar_and_grill_restaurant;[food_and_drink,restaurant,bar_and_grill_restaurant]
bar_crawl;[arts_and_entertainment,nightlife_venue,bar_crawl]
bar_tabac;[food_and_drink,alcoholic_beverage_venue,bar,bar_tabac]
barbecue_restaurant;[food_and_drink,restaurant,meat_restaurant,barbecue_restaurant]
barber;[lifestyle_services,personal_or_beauty_service,barber]
barre_class;[sports_and_recreation,sport_or_fitness_facility,fitness_studio,barre_class]
barre_classes;[active_life,sports_and_fitness_instruction,barre_classes]
bartender;[services_and_business,event_or_party_service,bartender]
bartending_school;[education,place_of_learning,specialty_school,bartending_school]
baseball_field;[sports_and_recreation,sport_or_fitness_facility,sport_field,baseball_field]
baseball_stadium;[arts_and_entertainment,stadium_arena,stadium,baseball_stadium]
basketball_court;[sports_and_recreation,sport_or_fitness_facility,sport_court,basketball_court]
basketball_stadium;[arts_and_entertainment,stadium_arena,stadium,basketball_stadium]
basque_restaurant;[food_and_drink,restaurant,european_restaurant,iberian_restaurant,spanish_restaurant,basque_restaurant]
bath_and_body_store;[shopping,specialty_store,personal_care_and_beauty_store,bath_and_body_store]
bathroom_fixture_store;[shopping,specialty_store,hardware_home_and_garden_store,kitchen_and_bath_store,bathroom_fixture_store]
bathroom_fixture_stores;[retail,shopping,home_and_garden,kitchen_and_bath,bathroom_fixture_stores]
bathroom_remodeling;[services_and_business,home_service,bathroom_remodeling]
bathtub_and_sink_repair;[services_and_business,home_service,bathtub_and_sink_repair]
bathtub_and_sink_repairs;[home_service,bathtub_and_sink_repairs]
battery_inverter_supplier;[services_and_business,b2b_service,supplier_or_distributor,battery_inverter_supplier]
battery_store;[shopping,specialty_store,electronics_store,battery_store]
batting_cage;[sports_and_recreation,sport_or_fitness_facility,batting_cage]
bazaar;[shopping,market,bazaar]
bazaars;[retail,shopping,bazaars]
beach;[geographic_entities,land_feature,beach]
beach_bar;[food_and_drink,alcoholic_beverage_venue,bar,beach_bar]
beach_combing_area;[geographic_entities,land_feature,beach,beach_combing_area]
beach_equipment_rental;[sports_and_recreation,recreational_equipment_rental,beach_equipment_rental]
beach_equipment_rentals;[active_life,sports_and_recreation_rental_and_services,beach_equipment_rentals]
beach_resort;[lodging,resort,beach_resort]
beach_volleyball_club;[sports_and_recreation,sport_or_recreation_club,beach_volleyball_club]
beach_volleyball_court;[sports_and_recreation,sport_or_fitness_facility,sport_court,beach_volleyball_court]
bearing_supplier;[services_and_business,b2b_service,supplier_or_distributor,bearing_supplier]
beauty_and_spa;[beauty_and_spa]
beauty_product_supplier;[services_and_business,b2b_service,supplier_or_distributor,beauty_product_supplier]
beauty_salon;[lifestyle_services,personal_or_beauty_service,beauty_salon]
beauty_supply_store;[shopping,specialty_store,personal_care_and_beauty_store,beauty_supply_store]
bed_and_breakfast;[lodging,bed_and_breakfast]
bedding_and_bath_store;[shopping,specialty_store,hardware_home_and_garden_store,bedding_and_bath_store]
bedding_and_bath_stores;[retail,shopping,home_and_garden,bedding_and_bath_stores]
beer_bar;[food_and_drink,alcoholic_beverage_venue,bar,beer_bar]
beer_garden;[food_and_drink,alcoholic_beverage_venue,beer_garden]
beer_tour;[travel_and_transportation,travel_service,tour_operator,beer_tour]
beer_tours;[travel,tours,beer_tours]
beer_wine_and_spirits;[retail,food,beer_wine_and_spirits]
beer_wine_spirits_store;[shopping,food_and_beverage_store,beer_wine_spirits_store]
behavior_analysis;[health_care,outpatient_care_facility,behavioral_or_mental_health_clinic,behavioral_or_crisis_service,behavior_analysis]
behavioral_or_crisis_service;[health_care,outpatient_care_facility,behavioral_or_mental_health_clinic,behavioral_or_crisis_service]
behavioral_or_mental_health_clinic;[health_care,outpatient_care_facility,behavioral_or_mental_health_clinic]
beijing_restaurant;[food_and_drink,restaurant,asian_restaurant,east_asian_restaurant,chinese_restaurant,beijing_restaurant]
belarusian_restaurant;[food_and_drink,restaurant,european_restaurant,eastern_european_restaurant,belarusian_restaurant]
belgian_restaurant;[food_and_drink,restaurant,european_restaurant,western_european_restaurant,belgian_restaurant]
belizean_restaurant;[food_and_drink,restaurant,latin_american_restaurant,central_american_restaurant,belizean_restaurant]
bengali_restaurant;[food_and_drink,restaurant,asian_restaurant,south_asian_restaurant,indian_restaurant,bengali_restaurant]
betting_center;[arts_and_entertainment,gaming_venue,betting_center]
beverage_store;[retail,beverage_store]
beverage_supplier;[services_and_business,b2b_service,supplier_or_distributor,beverage_supplier]
bicycle_path;[active_life,sports_and_recreation_venue,bicycle_path]
bicycle_sharing_location;[travel,transportation,bicycle_sharing_location]
bicycle_shop;[retail,shopping,sporting_goods,bicycle_shop]
